HouseID,Location,HouseType,Bedrooms,Bathrooms,SquareFootage,YearBuilt,Garage,Garden,Basement,NearbySchools,CrimeRate,DistanceToCityCenter,Price
4036,Suburban,Detached,2,3,2256,1955,No,No,Yes,8,5.59,5.38,614701.18
4037,Urban,Apartment,3,3,4222,1976,No,No,No,5,2.57,10.55,956533.08
4038,Urban,Apartment,1,1,1523,1977,No,Yes,Yes,3,2.59,13.49,511398.92
4039,Urban,Semi-Detached,5,2,2407,1954,No,Yes,Yes,5,9.46,13.76,847790.59
4040,Suburban,Apartment,4,1,2430,1990,No,Yes,No,5,9.01,18.1,779512.37
4041,Rural,Semi-Detached,2,2,740,2005,Yes,Yes,Yes,8,6.5,20.0,523339.66
4042,Rural,Townhouse,5,3,4080,2003,No,Yes,No,3,1.01,16.84,537513.71
4043,Suburban,Apartment,2,2,1165,1967,Yes,No,No,7,4.9,1.66,464231.74
4044,Urban,Detached,1,3,3112,1992,Yes,No,No,0,5.77,9.1,289588.79
4045,Rural,Detached,5,2,1665,2023,No,No,Yes,5,5.04,14.52,865776.66
4046,Urban,Apartment,4,1,3379,1978,No,No,No,4,9.33,12.94,249091.63
4047,Suburban,Semi-Detached,2,1,1475,1959,No,Yes,No,2,1.37,1.6,911574.52
4048,Urban,Detached,1,3,2539,1955,Yes,No,Yes,3,6.89,24.53,391741.23
4049,Rural,Semi-Detached,5,1,4477,1953,Yes,No,No,7,3.82,23.92,75172.44
4050,Rural,Apartment,2,3,2578,1983,No,No,Yes,9,6.04,19.46,209959.13
4051,Urban,Apartment,2,3,722,1982,No,Yes,Yes,1,6.9,1.86,893433.53
4052,Suburban,Detached,4,3,2327,1953,Yes,Yes,No,7,4.97,11.04,172022.32
4053,Urban,Apartment,1,2,2813,1993,Yes,No,Yes,6,2.34,10.54,751834.99
4054,Suburban,Townhouse,3,3,1805,1980,No,Yes,Yes,0,5.67,14.17,223673.02
4055,Urban,Townhouse,2,1,1287,2015,No,No,Yes,1,9.4,1.87,523986.25
4056,Rural,Detached,5,2,2928,2007,No,Yes,Yes,6,5.82,10.88,244946.66
4057,Suburban,Townhouse,4,1,1055,2009,Yes,Yes,No,2,2.11,19.07,366507.17
4058,Suburban,Semi-Detached,4,3,2609,1951,Yes,Yes,Yes,1,8.42,24.95,168581.11
4059,Suburban,Detached,2,3,3260,1985,No,No,Yes,0,3.0,15.09,578202.16
4060,Rural,Detached,2,1,1346,2019,No,Yes,Yes,6,4.33,23.55,397533.95
4061,Urban,Semi-Detached,2,2,3068,2009,No,No,Yes,2,4.86,24.96,397209.99
4062,Rural,Townhouse,3,1,1594,1972,Yes,Yes,No,5,4.06,11.15,86645.46
4063,Suburban,Townhouse,2,3,3149,1996,Yes,No,No,9,4.64,16.88,179321.97
4064,Urban,Townhouse,1,2,2059,1995,Yes,No,Yes,7,8.16,5.72,722153.96
4065,Rural,Detached,5,3,639,1993,No,No,No,5,3.01,12.15,327704.27
4066,Suburban,Detached,2,3,3887,1968,No,No,Yes,6,5.23,2.42,469965.69
4067,Suburban,Townhouse,3,1,1863,1998,No,No,No,5,1.18,1.21,774914.47
4068,Rural,Apartment,5,3,4459,2007,Yes,No,Yes,6,5.57,22.38,472519.57
4069,Rural,Townhouse,4,1,1089,1956,Yes,Yes,Yes,4,2.01,21.53,264328.58
4070,Rural,Semi-Detached,2,2,2249,1990,Yes,No,No,8,3.54,8.15,572333.03
4071,Suburban,Detached,5,3,3075,1964,No,Yes,No,2,3.92,11.7,811145.71
4072,Rural,Semi-Detached,4,3,1040,2002,No,No,No,5,1.74,12.59,619659.79
4073,Suburban,Semi-Detached,3,2,3987,1972,Yes,No,No,8,4.25,13.26,449172.19
4074,Rural,Detached,1,1,4038,2022,No,Yes,No,0,5.48,3.8,169343.29
4075,Suburban,Apartment,2,3,2922,2014,No,No,Yes,4,4.88,19.49,286277.52
4076,Suburban,Townhouse,1,2,790,2009,Yes,Yes,Yes,3,3.52,9.02,948812.93
4077,Urban,Semi-Detached,3,3,2590,1959,Yes,No,Yes,8,3.65,1.28,783217.65
4078,Rural,Detached,5,1,4435,2007,Yes,Yes,Yes,0,6.7,17.08,133193.29
4079,Rural,Semi-Detached,5,1,4458,1996,Yes,Yes,No,3,7.47,20.83,55238.88
4080,Suburban,Townhouse,3,1,3624,1964,Yes,No,No,0,6.19,22.99,216648.37
4081,Suburban,Apartment,3,1,4359,1958,No,Yes,Yes,2,9.79,17.02,946696.2
4082,Suburban,Apartment,2,2,4454,1962,Yes,Yes,Yes,3,9.5,5.19,601036.97
4083,Urban,Apartment,4,3,1755,1972,No,No,No,0,1.89,14.95,846726.77
4084,Urban,Detached,1,2,1735,1982,No,No,No,4,3.35,22.84,491963.76
4085,Suburban,Detached,1,1,507,1958,Yes,No,No,5,8.82,9.09,835304.35
4086,Rural,Apartment,5,1,2157,1952,Yes,Yes,No,0,1.27,23.86,82220.6
4087,Rural,Townhouse,5,1,982,2022,No,Yes,No,9,6.33,2.89,455478.47
4088,Urban,Townhouse,2,1,2589,1974,No,Yes,Yes,9,9.59,18.34,408714.76
4089,Urban,Detached,3,3,832,2020,No,No,Yes,3,7.11,3.44,982469.09
4090,Suburban,Apartment,1,1,1756,1985,Yes,No,Yes,3,1.83,20.07,335451.95
4091,Rural,Townhouse,2,3,3641,1969,No,Yes,Yes,0,7.73,2.89,446071.01
4092,Suburban,Townhouse,5,1,4450,2003,Yes,No,No,1,4.39,8.48,770860.81
4093,Urban,Townhouse,5,3,1539,1968,Yes,No,Yes,9,9.29,19.53,886677.44
4094,Rural,Detached,1,3,2616,2009,No,No,Yes,4,3.58,11.77,884468.77
4095,Rural,Apartment,5,1,2600,1986,Yes,No,Yes,1,5.26,22.13,424785.33
4096,Urban,Semi-Detached,5,2,1184,1952,No,No,Yes,2,7.72,10.34,951127.21
4097,Suburban,Apartment,4,2,1493,1968,No,Yes,Yes,8,3.32,24.88,670833.43
4098,Suburban,Apartment,3,2,2297,2002,Yes,Yes,No,4,2.64,0.96,858578.77
4099,Rural,Detached,5,2,3950,1995,Yes,No,Yes,0,1.02,17.55,929963.37
4100,Urban,Townhouse,4,2,2324,2005,No,No,Yes,4,5.39,22.94,271919.74
4101,Rural,Townhouse,2,1,4034,2019,Yes,Yes,No,2,9.36,13.63,524238.56
4102,Urban,Detached,5,1,3074,1980,Yes,Yes,No,0,3.53,24.72,608407.43
4103,Suburban,Detached,2,1,2305,2002,No,Yes,No,2,1.39,17.85,812315.81
4104,Urban,Detached,5,1,2202,1983,Yes,Yes,No,5,6.58,11.02,431107.41
4105,Suburban,Detached,1,1,562,1980,No,Yes,Yes,9,1.51,13.13,249926.71
4106,Urban,Detached,4,1,760,2009,No,No,No,4,5.56,22.0,756072.81
4107,Rural,Semi-Detached,4,3,4071,1960,Yes,Yes,Yes,0,4.43,23.96,612717.76
4108,Suburban,Apartment,1,3,3692,1955,No,Yes,No,1,5.28,14.12,903384.0
4109,Rural,Apartment,3,1,1357,1976,Yes,Yes,Yes,4,2.46,8.03,672278.48
4110,Rural,Apartment,4,1,1763,1956,No,Yes,No,8,1.81,6.36,65985.65
4111,Suburban,Townhouse,2,3,1988,1998,Yes,No,No,4,7.74,12.19,968318.83
4112,Suburban,Semi-Detached,4,3,1630,2021,No,No,Yes,4,3.21,7.76,613455.16
4113,Rural,Apartment,3,1,2530,2009,No,Yes,Yes,0,8.2,10.81,616083.4
4114,Rural,Townhouse,2,3,679,1982,Yes,Yes,No,4,7.83,20.94,913798.32
4115,Rural,Semi-Detached,2,2,3587,1996,Yes,No,Yes,7,2.79,12.06,680618.39
4116,Rural,Semi-Detached,1,2,854,1993,Yes,Yes,Yes,8,9.17,16.2,505355.12
4117,Suburban,Townhouse,5,2,1433,1976,Yes,Yes,Yes,9,2.45,2.71,151921.07
4118,Suburban,Semi-Detached,1,3,3880,1971,Yes,No,Yes,2,8.17,19.17,964088.84
4119,Rural,Townhouse,5,1,3274,1996,Yes,No,No,3,4.78,12.33,124563.01
4120,Urban,Apartment,1,1,1088,1997,Yes,Yes,Yes,6,2.65,9.34,211784.8
4121,Urban,Townhouse,5,1,2260,1979,Yes,Yes,No,6,9.44,15.47,828560.02
4122,Suburban,Semi-Detached,4,3,1104,1951,Yes,No,Yes,0,9.67,3.0,515885.06
4123,Rural,Apartment,2,3,2728,1964,No,No,No,5,5.6,10.64,219355.06
4124,Rural,Apartment,5,2,673,1996,Yes,No,No,8,5.22,20.37,321853.82
4125,Suburban,Detached,4,3,2901,1976,No,Yes,No,4,9.11,6.92,994313.67
4126,Urban,Detached,3,2,853,2020,Yes,Yes,No,7,6.37,22.9,604819.13
4127,Urban,Semi-Detached,1,2,3790,1976,Yes,Yes,Yes,9,3.39,15.29,431532.77
4128,Urban,Townhouse,3,1,4226,1962,No,No,Yes,8,4.83,13.75,882406.58
4129,Suburban,Townhouse,4,3,1838,2004,No,Yes,No,9,8.52,10.29,505712.0
4130,Urban,Semi-Detached,3,1,933,1966,Yes,No,Yes,9,8.74,18.68,342538.69
4131,Suburban,Apartment,3,1,3452,2008,No,Yes,Yes,2,9.45,14.33,206011.27
4132,Suburban,Semi-Detached,4,3,2829,1959,Yes,No,No,0,3.59,20.02,757245.75
4133,Rural,Semi-Detached,2,3,758,1982,No,Yes,Yes,1,7.12,8.63,616411.94
4134,Urban,Apartment,5,2,1367,1986,Yes,No,Yes,4,1.62,17.7,137736.3
4135,Suburban,Townhouse,1,2,3106,1957,No,No,Yes,9,7.53,23.61,612057.93
4136,Urban,Semi-Detached,5,2,2552,1982,Yes,No,Yes,6,6.07,7.36,201478.31
4137,Urban,Townhouse,1,2,4145,1956,No,No,No,5,3.25,24.53,982633.79
4138,Rural,Semi-Detached,5,1,2503,1983,Yes,Yes,No,3,6.89,10.56,296723.65
4139,Urban,Apartment,3,1,1095,2020,No,No,Yes,8,2.22,1.44,711215.37
4140,Rural,Apartment,2,3,2168,1956,Yes,Yes,No,3,4.0,9.26,673242.82
4141,Suburban,Detached,3,2,893,1990,Yes,Yes,No,2,4.61,4.17,706783.88
4142,Urban,Apartment,2,2,835,2004,Yes,No,No,4,7.99,7.95,458495.17
4143,Suburban,Detached,4,2,2610,1956,No,No,No,3,3.78,2.85,120615.21
4144,Urban,Semi-Detached,1,1,4364,1967,No,Yes,Yes,1,1.44,4.87,981007.01
4145,Suburban,Townhouse,1,3,543,1992,No,Yes,Yes,2,2.63,3.6,231949.54
4146,Urban,Apartment,4,1,2700,1989,No,Yes,Yes,6,6.47,1.57,781234.28
4147,Urban,Apartment,5,3,4497,2002,No,Yes,No,1,1.14,7.76,180694.83
4148,Urban,Apartment,4,3,4353,1963,Yes,Yes,Yes,0,8.13,23.55,317137.16
4149,Urban,Semi-Detached,4,1,1353,1970,No,Yes,Yes,1,9.11,23.76,581892.32
4150,Urban,Detached,2,1,4254,2006,Yes,Yes,Yes,7,5.46,21.24,442795.89
4151,Urban,Semi-Detached,4,3,3727,1995,Yes,No,No,7,7.37,0.8,960353.18
4152,Urban,Townhouse,1,1,4049,1975,Yes,Yes,Yes,9,5.16,1.19,855300.93
4153,Urban,Semi-Detached,3,1,774,1973,Yes,Yes,No,1,3.78,0.75,925700.83
4154,Urban,Townhouse,2,3,3929,1954,Yes,No,No,5,2.48,9.48,658661.74
4155,Suburban,Apartment,2,3,925,1991,No,Yes,No,6,5.66,24.52,257969.92
4156,Rural,Townhouse,5,2,4103,1992,Yes,Yes,No,0,9.37,22.47,542574.46
4157,Urban,Townhouse,3,1,982,1981,No,No,No,6,9.01,6.64,777256.73
4158,Rural,Detached,2,3,713,1955,Yes,Yes,Yes,7,9.28,10.55,111482.31
4159,Urban,Townhouse,4,1,2626,2023,Yes,Yes,No,8,9.7,20.7,869961.22
4160,Urban,Townhouse,2,1,638,2016,No,No,No,7,2.49,19.09,649783.37
4161,Suburban,Semi-Detached,2,3,1449,1956,No,No,No,2,2.32,3.75,737392.89
4162,Suburban,Apartment,2,2,597,1978,Yes,Yes,Yes,7,4.85,3.14,709580.67
4163,Rural,Semi-Detached,5,3,4460,1983,Yes,No,Yes,2,7.2,13.82,855374.27
4164,Suburban,Semi-Detached,2,3,1163,1956,Yes,No,Yes,5,4.96,3.0,133144.9
4165,Suburban,Apartment,2,1,2745,2007,No,Yes,Yes,3,9.03,20.71,408191.75
4166,Rural,Apartment,5,2,3332,1980,No,No,No,6,7.46,6.71,527485.77
4167,Suburban,Townhouse,3,3,2703,2022,Yes,No,No,7,6.71,5.11,569267.35
4168,Urban,Townhouse,1,1,1573,1994,No,Yes,Yes,9,1.64,5.05,945427.4
4169,Rural,Detached,5,3,978,1996,No,Yes,No,5,2.58,1.61,90340.65
4170,Rural,Semi-Detached,5,1,2775,2021,No,No,Yes,9,4.85,16.22,873073.71
4171,Urban,Apartment,2,3,4028,2022,No,No,Yes,3,9.79,4.53,574306.02
4172,Suburban,Townhouse,2,2,3069,2022,No,Yes,Yes,7,4.01,6.22,576896.76
4173,Rural,Apartment,1,3,2696,1989,No,Yes,No,6,6.67,18.91,354313.81
4174,Rural,Townhouse,2,1,1581,1979,No,No,Yes,9,9.9,1.91,661439.18
4175,Urban,Detached,4,3,661,2011,Yes,Yes,Yes,7,3.38,5.47,664092.47
4176,Urban,Detached,2,2,3410,2020,No,Yes,No,9,2.5,4.16,229829.28
4177,Suburban,Apartment,2,2,2000,1966,No,No,No,6,5.92,0.62,693155.65
4178,Rural,Detached,4,2,3678,1954,Yes,No,No,2,5.97,13.71,303371.01
4179,Suburban,Apartment,1,2,1950,1950,No,Yes,No,2,9.3,5.16,704347.33
4180,Suburban,Townhouse,4,1,894,1980,No,Yes,No,8,1.24,16.01,631345.85
4181,Urban,Semi-Detached,5,3,1300,1984,No,No,No,6,4.67,12.79,730154.38
4182,Rural,Detached,4,2,685,2021,No,Yes,Yes,0,3.81,16.86,68714.81
4183,Rural,Townhouse,3,3,1057,1979,Yes,No,No,2,6.14,24.55,169097.34
4184,Rural,Semi-Detached,5,1,2480,1964,No,Yes,No,0,1.08,5.89,848190.62
4185,Urban,Semi-Detached,2,3,945,2005,Yes,Yes,No,5,7.4,16.81,411687.1
4186,Urban,Semi-Detached,5,3,4212,2009,No,Yes,Yes,1,5.36,20.92,844882.44
4187,Urban,Townhouse,1,2,4488,1976,No,No,No,6,7.31,23.96,109540.55
4188,Urban,Townhouse,1,2,1329,1951,No,No,Yes,7,5.03,15.75,780902.79
4189,Urban,Apartment,4,1,4019,2023,No,Yes,Yes,5,5.27,3.71,129578.68
4190,Rural,Semi-Detached,5,3,2634,2013,Yes,Yes,Yes,4,9.06,1.82,494910.31
4191,Suburban,Semi-Detached,2,1,1772,1954,Yes,No,Yes,9,2.9,7.32,940694.96
4192,Rural,Semi-Detached,1,1,4412,2017,Yes,No,No,3,2.96,23.24,123794.17
4193,Suburban,Apartment,2,1,4011,1962,Yes,Yes,No,8,6.04,13.65,383129.02
4194,Urban,Semi-Detached,3,2,3828,1972,Yes,No,No,7,6.94,14.69,542431.17
4195,Suburban,Townhouse,1,2,3848,1999,No,No,No,4,4.19,15.46,904484.44
4196,Rural,Semi-Detached,4,3,2313,2022,Yes,Yes,No,0,5.68,8.64,365976.83
4197,Rural,Detached,3,3,2985,1986,Yes,Yes,No,7,3.05,4.95,816689.53
4198,Suburban,Townhouse,5,3,1015,1979,No,No,Yes,7,2.22,23.88,732264.38
4199,Urban,Apartment,2,2,2100,1972,Yes,No,Yes,6,3.14,19.01,341714.0
4200,Urban,Semi-Detached,1,2,1446,1983,No,Yes,No,6,9.25,13.02,373772.58
4201,Rural,Detached,3,1,1725,2013,Yes,No,No,7,8.22,9.73,231461.58
4202,Suburban,Apartment,3,2,2098,2004,No,Yes,No,0,2.26,12.33,708314.25
4203,Urban,Apartment,1,1,2178,2020,Yes,Yes,No,2,1.42,1.32,584947.27
4204,Urban,Townhouse,5,1,1255,1958,No,No,No,3,1.84,6.56,197204.5
4205,Rural,Apartment,5,2,4375,1953,Yes,Yes,No,5,3.64,6.64,639066.76
4206,Urban,Apartment,4,1,3344,2015,Yes,Yes,Yes,9,8.3,11.41,523717.16
4207,Suburban,Apartment,5,1,3751,1982,No,Yes,Yes,9,3.89,6.29,137960.46
4208,Rural,Apartment,4,3,3233,1981,No,Yes,No,8,2.67,5.04,956018.26
4209,Rural,Semi-Detached,3,1,824,1993,No,Yes,No,3,4.56,19.26,843017.98
4210,Suburban,Semi-Detached,1,2,4496,1986,Yes,No,No,5,2.12,22.39,117472.92
4211,Rural,Semi-Detached,5,2,3170,2016,No,Yes,Yes,8,5.23,2.14,934704.54
4212,Urban,Semi-Detached,4,1,1186,2009,Yes,Yes,Yes,8,7.08,5.64,920843.94
4213,Urban,Detached,3,3,1998,2008,No,Yes,Yes,5,4.32,19.46,90073.87
4214,Suburban,Semi-Detached,5,2,2188,1985,Yes,No,Yes,4,2.56,20.49,241405.0
4215,Urban,Apartment,2,2,2499,1998,No,Yes,Yes,2,5.08,12.75,717287.97
4216,Suburban,Semi-Detached,3,3,2947,2000,No,Yes,No,4,7.86,17.52,937844.9
4217,Suburban,Semi-Detached,5,1,1367,1957,Yes,Yes,No,2,1.69,2.4,831958.99
4218,Urban,Townhouse,3,2,716,1999,No,Yes,Yes,4,1.64,21.31,317802.96
4219,Suburban,Apartment,1,1,3356,1990,No,No,No,9,3.86,20.9,81766.63
4220,Urban,Semi-Detached,1,1,3508,1987,No,No,Yes,9,4.74,17.49,499243.04
4221,Rural,Semi-Detached,1,1,4024,2004,Yes,Yes,Yes,0,2.95,22.95,137363.66
4222,Rural,Semi-Detached,2,1,1500,2017,Yes,No,Yes,5,1.24,1.67,283031.42
4223,Suburban,Detached,1,2,3975,1967,No,No,No,6,2.98,6.16,658092.2
4224,Urban,Semi-Detached,2,3,2488,2014,No,No,No,1,4.92,9.38,520268.0
4225,Urban,Townhouse,1,2,1431,2013,Yes,Yes,No,2,1.71,4.39,407883.29
4226,Rural,Apartment,3,3,2512,1961,Yes,Yes,No,9,7.44,20.46,933464.21
4227,Rural,Apartment,5,1,739,1990,No,Yes,No,8,5.97,19.05,233317.87
4228,Urban,Semi-Detached,5,3,4309,1991,Yes,Yes,Yes,7,4.91,19.44,513104.33
4229,Suburban,Semi-Detached,1,1,1709,2009,No,Yes,Yes,3,5.67,7.64,594820.42
4230,Rural,Semi-Detached,5,2,547,1999,No,Yes,Yes,7,6.9,19.19,355844.93
4231,Suburban,Apartment,1,2,3957,1985,Yes,No,No,7,9.95,3.51,720032.57
4232,Suburban,Apartment,1,3,3779,1997,Yes,No,No,5,7.98,3.12,873914.74
4233,Rural,Detached,4,1,3728,2020,Yes,No,No,0,5.86,14.81,564404.98
4234,Suburban,Townhouse,4,1,1748,2022,Yes,No,Yes,1,7.93,1.69,792270.1
4235,Suburban,Detached,4,3,1667,1957,Yes,No,Yes,3,5.28,23.5,107913.56
4236,Urban,Townhouse,2,1,3990,1974,Yes,Yes,Yes,3,3.8,8.56,196093.43
4237,Suburban,Detached,4,1,3682,1956,Yes,Yes,No,1,3.36,12.19,488924.25
4238,Urban,Apartment,1,1,4401,1957,Yes,No,No,8,4.6,20.42,924968.86
4239,Rural,Detached,3,2,1374,1980,No,Yes,Yes,1,1.02,10.3,555011.88
4240,Rural,Townhouse,4,2,2397,1961,No,Yes,Yes,5,2.59,11.05,460687.01
4241,Urban,Semi-Detached,4,2,4036,2006,Yes,Yes,Yes,4,2.14,9.02,620102.19
4242,Rural,Townhouse,3,1,2679,2015,No,Yes,Yes,3,9.64,9.12,168242.51
4243,Suburban,Semi-Detached,1,2,1124,1961,No,Yes,No,5,1.58,11.96,670996.6
4244,Suburban,Apartment,2,1,2359,1976,No,No,Yes,3,5.51,23.68,139320.09
4245,Suburban,Townhouse,4,1,2470,1995,No,No,No,8,9.28,23.43,597953.65
4246,Rural,Detached,3,3,1100,1956,No,No,No,9,6.47,13.86,728670.54
4247,Suburban,Townhouse,1,1,3220,2010,Yes,Yes,No,6,5.46,11.67,440932.09
4248,Rural,Semi-Detached,5,2,2881,2007,Yes,Yes,No,2,7.69,20.3,915357.59
4249,Suburban,Apartment,2,2,2443,2007,Yes,Yes,No,9,4.18,17.18,194430.44
4250,Urban,Detached,3,1,3646,1962,Yes,Yes,Yes,3,2.74,22.1,212410.55
4251,Rural,Townhouse,3,2,2316,2002,Yes,No,No,0,8.63,18.4,541068.69
4252,Rural,Semi-Detached,3,1,3983,2014,Yes,Yes,Yes,5,1.51,23.83,935072.61
4253,Suburban,Detached,4,3,4090,1998,No,No,Yes,1,8.27,22.21,421163.67
4254,Rural,Apartment,5,1,4196,1984,Yes,No,No,3,1.93,21.45,930079.88
4255,Rural,Detached,2,1,2583,1966,No,No,Yes,4,6.63,10.09,708801.15
4256,Urban,Apartment,1,3,3325,2021,Yes,No,Yes,7,5.29,9.96,793427.47
4257,Urban,Detached,1,2,2148,2016,No,Yes,Yes,2,9.99,18.66,940977.17
4258,Suburban,Townhouse,5,3,2327,1959,No,Yes,Yes,5,4.49,2.55,593711.92
4259,Urban,Semi-Detached,3,3,722,1983,Yes,No,No,0,9.62,8.39,659570.28
4260,Suburban,Townhouse,3,1,2246,1953,Yes,Yes,Yes,8,4.63,23.34,600040.91
4261,Suburban,Townhouse,3,1,1029,1978,Yes,Yes,Yes,0,7.14,11.53,795615.63
4262,Suburban,Apartment,3,3,2788,1995,Yes,Yes,No,1,6.79,7.11,309735.98
4263,Rural,Apartment,3,2,633,1995,No,No,No,0,1.78,12.17,798645.44
4264,Urban,Apartment,5,3,4303,2008,Yes,No,No,7,7.69,7.57,727868.35
4265,Suburban,Townhouse,4,2,890,2010,Yes,No,No,3,2.88,19.32,621962.87
4266,Urban,Detached,2,3,601,2017,No,No,No,1,4.5,21.34,86852.16
4267,Suburban,Detached,3,3,2540,2015,No,No,Yes,6,8.04,19.68,785816.77
4268,Urban,Townhouse,4,2,4223,1983,Yes,No,No,7,9.5,4.15,175804.66
4269,Urban,Townhouse,1,3,3228,1954,Yes,No,Yes,8,6.04,8.73,963873.33
4270,Suburban,Semi-Detached,5,1,3045,1958,No,Yes,No,4,5.67,5.74,127418.45
4271,Rural,Apartment,4,3,3058,1969,Yes,No,Yes,2,5.54,1.55,734261.8
4272,Urban,Apartment,3,1,3250,1970,No,Yes,Yes,0,8.35,18.61,392404.4
4273,Rural,Townhouse,3,2,3541,1966,No,No,No,7,9.94,10.99,748905.87
4274,Rural,Townhouse,3,2,4108,1961,Yes,Yes,Yes,5,6.7,7.28,543005.08
4275,Suburban,Detached,4,1,2500,2016,No,Yes,No,4,4.41,8.03,648029.97
4276,Suburban,Townhouse,3,3,1448,1954,Yes,Yes,Yes,6,2.97,3.81,121664.9
4277,Suburban,Detached,4,1,2068,2009,Yes,Yes,No,4,2.79,20.76,968155.14
4278,Urban,Townhouse,3,1,3914,2002,Yes,No,Yes,3,8.71,4.03,53654.15
4279,Suburban,Semi-Detached,1,2,1340,2001,No,No,Yes,4,9.93,8.79,944101.48
4280,Suburban,Semi-Detached,1,1,2553,1997,Yes,No,No,6,7.28,0.68,589837.68
4281,Urban,Detached,2,3,3505,1968,Yes,No,No,5,9.6,11.19,295356.64
4282,Urban,Apartment,3,1,693,1966,No,No,No,9,4.15,9.19,655841.38
4283,Suburban,Semi-Detached,3,2,1241,2003,Yes,No,No,9,6.65,18.12,689252.28
4284,Suburban,Detached,4,3,3708,2017,Yes,No,No,8,5.61,18.03,743815.06
4285,Suburban,Townhouse,4,2,4406,1984,Yes,No,No,9,5.34,1.45,65615.87
4286,Suburban,Townhouse,3,1,3459,1990,No,No,No,1,6.69,3.34,983643.28
4287,Rural,Detached,2,1,972,1962,No,No,No,6,3.79,22.66,637017.29
4288,Rural,Apartment,3,2,2763,1982,Yes,No,No,0,6.77,19.9,408659.39
4289,Suburban,Detached,4,2,3920,1964,Yes,Yes,No,7,7.06,10.04,592117.86
4290,Rural,Detached,3,3,3423,2012,Yes,Yes,Yes,3,8.53,4.58,219500.73
4291,Urban,Semi-Detached,4,2,3754,1964,No,Yes,Yes,7,7.57,6.89,284903.22
4292,Rural,Detached,3,2,3739,1980,Yes,Yes,No,7,3.88,16.62,131490.53
4293,Rural,Detached,5,1,4365,1977,Yes,Yes,No,3,5.06,23.66,885271.96
4294,Suburban,Townhouse,4,1,537,1959,Yes,No,Yes,3,2.08,15.59,289020.11
4295,Rural,Semi-Detached,2,2,2198,2006,No,No,No,4,3.32,1.15,752724.95
4296,Rural,Townhouse,5,2,970,2020,No,Yes,Yes,6,5.69,16.44,310488.75
4297,Rural,Townhouse,3,1,2999,1982,No,No,Yes,5,1.91,23.65,188689.22
4298,Rural,Apartment,4,3,2013,1956,No,Yes,Yes,0,6.14,9.29,152727.75
4299,Urban,Apartment,5,3,3713,1954,No,No,Yes,5,4.51,23.37,867232.13
4300,Suburban,Semi-Detached,2,3,1512,2006,Yes,No,Yes,2,1.31,16.93,163749.95
4301,Suburban,Semi-Detached,4,3,2283,2021,Yes,Yes,No,8,4.91,5.15,132791.72
4302,Urban,Apartment,5,1,2466,1989,Yes,Yes,Yes,2,3.53,4.06,58887.05
4303,Rural,Apartment,5,2,602,1977,Yes,Yes,No,8,1.6,4.82,398118.05
4304,Urban,Apartment,5,3,2234,1985,No,No,Yes,4,3.64,17.63,945552.83
4305,Rural,Apartment,1,1,2235,2005,No,Yes,Yes,9,3.65,14.94,913217.37
4306,Urban,Apartment,3,2,541,1996,Yes,No,Yes,7,4.2,11.66,159300.07
4307,Suburban,Townhouse,4,3,3494,2020,No,No,No,8,4.3,6.95,61869.99
4308,Suburban,Semi-Detached,4,2,3718,1989,Yes,No,Yes,8,4.87,22.73,763457.15
4309,Suburban,Townhouse,4,3,2613,2008,No,No,Yes,6,1.83,5.74,341153.43
4310,Rural,Townhouse,5,2,3490,1992,Yes,Yes,No,9,1.05,7.45,842943.13
4311,Rural,Detached,3,3,692,2015,Yes,Yes,No,0,7.62,1.85,254657.97
4312,Urban,Townhouse,2,3,3869,1958,Yes,Yes,Yes,7,4.04,7.25,517598.17
4313,Urban,Apartment,4,2,1561,1955,No,Yes,Yes,6,6.52,23.11,81298.74
4314,Suburban,Apartment,3,2,3049,2014,Yes,No,Yes,3,3.76,5.1,899979.09
4315,Rural,Detached,3,2,2176,1952,Yes,Yes,No,5,9.86,5.5,219077.2
4316,Urban,Detached,1,1,4189,2023,No,Yes,Yes,9,3.84,15.2,329967.88
4317,Rural,Detached,4,1,3999,1986,Yes,Yes,No,1,6.45,14.39,505715.38
4318,Rural,Detached,5,2,3211,1982,No,Yes,Yes,3,2.98,4.81,307705.4
4319,Suburban,Detached,3,1,2899,1958,No,No,No,7,5.66,4.28,88155.27
4320,Suburban,Townhouse,3,3,4497,2002,No,No,No,3,6.21,3.37,77631.82
4321,Rural,Detached,2,2,825,2000,Yes,No,Yes,9,2.65,21.6,957452.6
4322,Rural,Townhouse,1,1,3609,2020,No,No,Yes,3,2.11,16.53,359221.51
4323,Rural,Semi-Detached,3,2,1620,1975,No,Yes,No,3,9.76,23.86,367672.01
4324,Rural,Detached,3,3,607,1965,No,No,Yes,9,9.04,4.56,926754.97
4325,Suburban,Detached,5,3,3178,1989,Yes,Yes,No,8,6.94,11.78,844346.0
4326,Urban,Townhouse,5,1,2698,2000,No,Yes,No,1,8.75,18.7,702594.53
4327,Suburban,Semi-Detached,2,3,1597,1988,Yes,Yes,Yes,6,1.86,5.73,675580.47
4328,Urban,Townhouse,2,2,3628,2004,No,Yes,No,2,7.56,17.27,811031.45
4329,Rural,Townhouse,2,1,3425,1985,No,No,Yes,3,3.57,12.11,210431.68
4330,Urban,Detached,5,2,834,2014,Yes,No,No,0,5.86,11.06,681061.11
4331,Suburban,Apartment,5,2,3823,1994,Yes,Yes,Yes,2,7.88,16.3,143478.66
